ID, ﻿Family,Genus,Species,Botanical author,Common name,Type of material,Source,Accession numbers,Date collected,Collector,Notes,Needs label?
1098 , FABACEAE,Phaseolus,aureus ,Roxb.,Green gram bean,,,,1977,H.C. Cutler,,
1099 , FABACEAE,Phaseolus,aureus ,Roxb.,Green gram bean,,,,1980,G.E. Wagner,,
1100 , FABACEAE,Phaseolus,coccineus ,L.,,,W.J. Beal Botanical Garden. MI State Univ.,,1999,G.J. Fritz,,
1101 , FABACEAE,Phaseolus,coccinea ,L.,Scarlet Runner,,"Grown in Kalamazoo, MI by M. Williams",,1995,,,
1102 , FABACEAE,Phaseolus,limensis ,Macf.,Christmas Lima Bean,,,,1977,H.C. Cutler,,
1103 , FABACEAE,Phaseolus,lunatus ,L.,Small Lima bean,,Burpee #71 (1950),,1977,H.C. Cutler,,
1104 , FABACEAE,Phaseolus,lunatus ,L.,Bush Lima bean,,"Burpee's ""Fordhook""  #65 (1950)",,1977,H.C. Cutler,,
1105 , FABACEAE,Phaseolus,lunatus ,L. var. macrocarpa,"Lima bean, ""pillar""",,"From Acari, Peru",,6/1989,P.J. Wright,,
1106 , FABACEAE,Phaseolus,lunatus ,L. var. macrocarpa,"Cochabamba ""Chui"", ""Balatus"", or ""Pallar""",,,,1977,H.C. Cutler,,
1107 , FABACEAE,Phaseolus,multiflorus ,Willd. (P. coccineus L.),Scarlet runner bean,,,,1980,G.E. Wagner,,
1108 , FABACEAE,Phaseolus,vulgaris ,L.,Common Beans Anasazi-analog,,"From Native Seed Search. Tucson, AZ  85719",,1994,,,
1109 , FABACEAE,Phaseolus,vulgaris ,L.,Kidney bean,,"From Acari, Peru",,6/1989,P.J. Wright,,
1110 , FABACEAE,Phaseolus,vulgaris ,L.,Sulphur bush bean,,"Cultivated at Dayton, OH",,1981,G.E. Wagner,,
1111 , FABACEAE,Phaseolus,vulgaris ,L.,Common bean  Pole Ky,,Wonder Burpee #82 1950,,1980,G.E. Wagner,,
1112 , FABACEAE,Phaseolus,vulgaris ,L.,Kidney bean,,,,1980,TLB,,
1113 , FABACEAE,Phaseolus,vulgaris ,L.,Navy (pea) bean,,,,1980,TLB,,
1114 , FABACEAE,Phaseolus,vulgaris ,L.,Pinto bean,,,,1980,TLB,,
1115 , FABACEAE,Phaseolus,vulgaris ,L.,Pinto bean,,Gurney 1978  Lot #4012,,1978,G.E. Wagner,,
1116 , FABACEAE,Phaseolus,vulgaris ,L.,Common beans,,"Collected Sacaba, Bolivia  1961",,1977,H.C. Cutler,,
1117 , FABACEAE,Phaseolus,vulgaris ,L.,"Cochabamba ""Chui""",,,,1977,H.C. Cutler,,
1118 , FABACEAE,Phaseolus,vulgaris ,L.,"Pole beans, white seeded ""Kentucky Wonder""",,Burpee 82 (1950),,1977,H.C. Cutler,,
1119 , FABACEAE,Phaseolus,vulgaris ,,,Seeds,"Indian, USDA GRIN",PI276298,,,,NEEDS LABEL
1120 , FABACEAE,Pisum,Abyssinicum,,Abyssinian pea,Seeds,"Arsi, Ethiopia",PI 358607,,,,
1121 , FABACEAE,Pisum,,sp.,"Edible, podded pea",,Burpee 815 (1950),,1977,H.C. Cutler,,
1122 , FABACEAE,Pisum,Sativum,,Abyssinian pea,Seeds,"Percival Collection. Reading, England ",PI 269773,,,,
1123 , FABACEAE,Pisum,savitum,L.,Yellow pea,,"Nitty Gritty Store.  St. Louis, MO",,1980,G.E. Wagner,,
1124 , FABACEAE,Pisum,savitum,L.,Garden pea,,Burpee 796 (1950),,1977,H.C. Cutler,,
1125 , FABACEAE,Pisum,savitum,L.CV.,,Seeds,"Hortus Botanicus, Universitatis de Jozsef Attila Nominata, Hungary",765,,R. Törpe,,NEEDS LABEL
1126 , FABACEAE,Pithecellobium,ebano, Berl.,Texas ebony,,"La Copita (""little cup"") Research Area, Jim Wells  County, 15 mi. SW of Alice, TX.  Seeds, pods.",,12-22-00,K. Hanselka,,
1127 , FABACEAE,Psophocarpus,tetragonolobus ,DC,Asparagus pea,,George Parks,,1977,H.C. Cutler,,
1128 , FABACEAE,Psoralia,corylifolia,,Babchi,,"Chinatown, San Francisco",,5/2011,R. Spengler,,
1129 , FABACEAE,Psoralia,megalantha,Woot. & Standl.,,,,,1977,H.C. Cutler,,
1130 , FABACEAE,Rhynchosia,phaseoloides,DC,,,"Botanic Garden of Smith College.  Northampton, MA  01063",,1999,G.J. Fritz,,
1131 , FABACEAE,Rhynchosia,phaseoloides, DC,,,"Botanic Garden of Smith College.  Northampton, MA  01063",,5/2001,G.J. Fritz,,
1132 , FABACEAE,Robinia,kelseyi ,Hutchins.,,,"Botanic Garden of Smith College.  Northampton, MA  01063",,1994,,,
1133 , FABACEAE,Robinia,pseudoacacia,,,,W.J. Beal Botanical Garden. MI State Univ.,,3/3/06,G.J. Fritz,,
1134 , FABACEAE,Robinia,pseudoacacia ,L.,,,"Botanical Garden of Bonn University, Germany",,2000,G.J. Fritz,,
1135 , FABACEAE,Robinia,pseudo-acacia,L.,Black locust,,"From Fall Hills, Montgomery Co., Kettering, OH",,,G.E. Wagner,,
1136 , Fabaceae,Senegalia,burkei,,Black monkey-thorn,,USDA GRIN,95-0012,2023,,,
1137 , Fabaceae,Senegalia,senegal,,,,USDA GRIN,20035,2023,,,
1138 , FABACEAE,Sesbania,drummondii,,,,"Catahoula Parish, LA",,1988,M. Standifer,,
1139 , FABACEAE,Sesbania,exalta ,(Raf.) Rydb. now S. macrocarpa Muhl.,Hemp sesbania,,Wouthern Weed Sci.  Soc. #8 SEBEX,,,G.J. Fritz,,
1140 , FABACEAE,Sohpora,davidii ,Kom.,,,"Arboretum Trsteno, Hrvatska, Croatia",,1999,G.J. Fritz,,
1141 , FABACEAE,Sophora,secundiflora ,(Ort.) Lag.,Red bean,,,,1977,H.C. Cutler,,
1142 , FABACEAE,Sophora,secundiflora ,(Ort.),,,from La Capita Research Area.  Central Rio Grande Plains.  S. Texas,,1/4/01,C. W. Hanselka & K. Hanselka,,
1143 , FABACEAE,Stizolobrium,,sp. P. Br.,Velvet bean,,Grown in IL,,1977,H.C. Cutler,,
1144 , FABACEAE,Strophostyles,helvola,(L.) Ell.,Wild bean,,"St. Louis Co., MO",,1984,L.W. Blake,,
1145 , FABACEAE,Strophostyles,helvola,(L.) Ell.,Wild bean,,"W. Feliciana Parish, LA",,1985,M. Standifer,,
1146 , FABACEAE,Strophostyles,leisperma ,(Torr. & Gray) Piper,Stickseed bean,,,,1993,L.W. Blake,,
1147 , Fabaceae,Tamarindus,indica,,Tamarind,,USDA GRIN,90-0361,2023,,,
1148 , FABACEAE,Tephrosia,virginiana,(L.) Pers.,Goat's rue,,"From Castlewood State Park.  St. Louis Co., MO",,8/24/89,L.W. Blake,,
1149 , FABACEAE,Thermopsis,caroliana ,M.A.Curt.,,,"Botanic Garden of Smith College.  Northampton, MA  01063",,1994,,,
1150 , FABACEAE,Thermopsis,montana,,Golden Banner,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
1151 , FABACEAE,Trifolium,,sp.,Clover,,"Dallas, TX",,1988,G.J. Fritz,,
1152 , FABACEAE,Trifolium,arvense ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1995,G.J. Fritz,,
1153 , FABACEAE,Trifolium,arvense ,L.,Rabbitfoot clover,,"Botanical Gardens at University of Leipzig, Germany",,1999,G.J. Fritz,,
1154 , FABACEAE,Trifolium,arvense ,L.,Rabbitfoot clover,,"Botanical Gardens at University of Leipzig, Germany",,,G.J. Fritz,,
1155 , FABACEAE,Trifolium,campestre ,Schreb.,Biship clover,,"Botanical Gardens at University of Leipzig, Germany",,1995,G.J. Fritz,,
1156 , FABACEAE,Trifolium,ochroleucum ,Huds.,,,"Botanical Garden of Bonn University, Germany 2001/2002 Seed List  No: 03165",,9/2002,G.J. Fritz,,
1157 , FABACEAE,Trigonella,,,Fenugreek seeds,Seeds,"Indian supermarket, London",,2010,R. Spengler,,NEEDS LABEL
1158 , FABACEAE,Trigonella,foenum-graecum,L.,Fenugreek,,,,1977,H.C. Cutler,,
1159 , Fabaceae,Vachellia,nilotiea,,Acacia nilotica,,USDA GRIN,90-0426,2023,,,
1160 , Fabaceae,Vachellia,tortilis,,Acacia tortilis,,USDA GRIN,91-0125,,,,
1161 , FABACEAE,Vicia,,sp.,Vetch,,"Scott, AR",,1991,G.J. Fritz,,
1162 , FABACEAE,Vicia,,sp.,Vetch,,,,,C. Erickson,,
1163 , FABACEAE,Vicia,americana ,Muhl.,American vetch,,,,1977,H.C. Cutler,,
1164 , FABACEAE,Vicia,angustifolia ,Reich.,Narrow-leaved common vetch,,"Tensas Parish, LA near Insley site",,1990,G.J. Fritz,,
1165 , FABACEAE,Vicia,angustifolia ,Reich.,Narrow-leaved  common vetch,,"Tensas Parish, LA.  Cross Keys Plantation",,1990,G.J. Fritz,,
1166 , FABACEAE,Vicia,angustifolia ,Reich.,Narrow-leaved  common vetch,,USDA Seed Herbarium,,1977,H.C. Cutler,,
1167 , FABACEAE,Vicia,dalmatica,A.Kerner,,,"Botanical Gardens at University of Leipzig, Germany",,1995,G.J. Fritz,,
1168 , FABACEAE,Vicia,faba ,L.,Fava bean,,Burpee #24 (1950),,1977,H.C. Cutler,,
1169 , FABACEAE,Vicia,faba ,L.,Fava bean,,Russia,,,C. Erickson,,
1170 , FABACEAE,Vicia,faba ,L.,Fava bean,,Iraq,,,C. Erickson,,
1171 , FABACEAE,Vicia,hirsuta,(L.)Gray,,,"Botanical Gardens at University of Leipzig, Germany",,1995,G.J. Fritz,,
1172 , FABACEAE,Vicia,hirsuta,(L.)Gray,,,"Botanical Gardens at University of Leipzig, Germany",,1995,G.J. Fritz,,
1173 , FABACEAE,Vicia,hirsuta,(L.)Gray,,,"Botanical Gardens at University of Leipzig, Germany",,1995,G.J. Fritz,,
1174 , FABACEAE,Vicia,hirsuta ,(L.)S.F.Gray,,,Botanical Gardens at University of Meckenheimer,,10/13/06,G.J. Fritz,,
1175 , FABACEAE,Vicia,orobus ,DC.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
1176 , FABACEAE,Vicia,sativa,ssp. nigra (L.) Ehrh.,,,"Botanical Garden of Bonn University, Germany 2001/2002 Seed List  No: 07895",,9/2002,G.J. Fritz,,
1177 , FABACEAE,Vicia,sativa ,L.,,,"Hortus Botanicus.  Universitatis, Szeged, Hungaria",,1997,G.J. Fritz,,
1178 , FABACEAE,Vicia,sepium,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1995,G.J. Fritz,,
1179 , FABACEAE,Vigna,aconitifolia,,moth bean,,"Indian supermarket, London",,2010,R. Spengler,,
1180 , FABACEAE,Vigna,angularis,,Aduzki Bean,Seeds and seed pods,"China, Pixian agricultural field",,1/2010,R. Spengler,,NEEDS LABEL AND CONTAINER
1181 , FABACEAE,Vigna,angularis ,var. angularis (Willd.) Ohwi & Ohashi,Aduzki Bean,,From Whole Foods,,2002,D. Kaufmann,,
1182 , Fabaceae,Vigna,membranacea,,Hairy cowpea,,USDA GRIN,292867,2023,,,
1183 , FABACEAE,Vigna,mungo,,urad bean,,"Indian supermarket, London",,2010,R. Spengler,,
1184 , FABACEAE,Vigna,radiata ,var. radiata,Mung bean/Green gram bean,,"Whole Foods.  St. Louis, MO",,2002,D. Kaufmann,,
1185 , Fabaceae,Vigna,subterranea,,Bambara groundnut,,USDA GRIN,414640,2023,,,
1186 , Fabaceae,Vigna,subterranea,,Bambara groundnut,,USDA GRIN,414637,2023,,,
1187 , Fabaceae,Vigna,subterranea,,Bambara groundnut,,USDA GRIN,414639,2023,,,
1188 , Fabaceae,Vigna,subterranea,,Bambara groundnut,,USDA GRIN,PI378867,2023,,,NEEDS LABEL
1189 , Fabaceae,Vigna,subterranea,,Bambara groundnut,,USDA GRIN,PI241982,2023,,,NEEDS LABEL
1190 , Fabaceae,Vigna,subterranea,,Bambara groundnut,,USDA GRIN,PI244971,2023,,,NEEDS LABEL
1191 , FABACEAE,Vigna,sesquipedalis,Fruwirth,Yard-long-bean,,,,1977,H.C. Cutler,,
1192 , FABACEAE,Vigna,sinesis,(L.) Endl.,,,"Hortus Botanicus.  Universitatis, Szeged, Hungaria",,1997,G.J. Fritz,,
1193 , Fabaceae,Vigna,unguiculata,,Black-eyed pea,,USDA GRIN,582991,2023,,,
1194 , Fabaceae,Vigna,unguiculata,,Black-eyed pea,,USDA GRIN,593062,2023,,,
1195 , Fabaceae,Vigna,unguiculata,,Black-eyed pea,,USDA GRIN,582990,2023,,,
1196 , Fabaceae,Vigna,unguiculata,,Black-eyed pea,,USDA GRIN,582996,2023,,,
1197 , Fabaceae,Vigna,unguiculata,,Black-eyed pea,,USDA GRIN,582999,2023,,,
1198 , Fabaceae,Vigna,unguiculata,,Black-eyed pea,,USDA GRIN,583485,2023,,,
1199 , FABACEAE,Vigna,unguiculata,,cow pea (red chori?),,"Indian supermarket, London",,2010,R. Spengler,,
1200 , FABACEAE,Vigna,unguiculata ,(L.) Walp.,Cow pea,,,,1977,H.C. Cutler,,
1201 , FABACEAE,Vigna,unguiculata ,,,Seeds,USDA GRIN,PI 321107,2023,,,NEEDS LABEL
1202 , FABACEAE,Vigna,unguiculata ,,,Seeds,USDA GRIN,PI321106,2023,,,NEEDS LABEL
1203 , FABACEAE,Vigna,unguiculata ,,,Seeds,USDA GRIN,PI 225921,2023,,,NEEDS LABEL
1204 , FABACEAE,Vigna,unguiculata ,,,Seeds,USDA GRIN,PI226106,2023,,,NEEDS LABEL
1205 , FABACEAE,Vigna,unguiculata ,,,Seeds,USDA GRIN,PI226105,2023,,,NEEDS LABEL
1206 , FABACEAE,Vigna,unguiculata subsp. dekindtiana,,,Seeds,USDA GRIN,PI632863,2023,,,NEEDS LABEL
1207 , FABACEAE,Vigna,unguiculata subsp. dekindtiana,,,Seeds,USDA GRIN,PI632896,2023,,,NEEDS LABEL
1208 , FABACEAE,Vigna,unguiculata subsp. dekindtiana,,,Seeds,USDA GRIN,PI632867,2023,,,NEEDS LABEL
1209 , FABACEAE,Vigna,unguiculata subsp. dekindtiana,,,Seeds,USDA GRIN,PI632886,2023,,,NEEDS LABEL
1210 , FABACEAE,Vigna,unguiculata subsp. dekindtiana,,,Seeds,USDA GRIN,PI632887,2023,,,NEEDS LABEL
1211 , FABACEAE,Vigna,unguiculata subsp. dekindtiana,,,Seeds,USDA GRIN,PI632864,2023,,,NEEDS LABEL
1212 , FABACEAE,Vigna,unguiculata subsp. dekindtiana,,,Seeds,USDA GRIN,PI632893,2023,,,NEEDS LABEL
1213 , FABACEAE,Vigna,unguiculata subsp. dekindtiana,,,Seeds,USDA GRIN,PI632866,2023,,,NEEDS LABEL
1214 , FABACEAE,Wisteria,sp.,,Wisteria,,"St. Louis Co., MO",,1978,D. Browman,,
1215 , FABACEAE,Wisteria,floribunda ,DC,,,"Botanic Garden of Smith College.  Northampton, MA  01063",,1994,,,
1216 , FABACEAE,Wisteria,sinensis ,(Simms) Sweet,Chinese wisteria,,"From Old Bonhomme Road, Univeristy City. St. Louis Co., MO",,2/20/94,L.W. Blake,,
1217 , FAGACEAE,Castanea,sp.,,Chestnut,,"Store in Greensboro, NC",,1976,L. Robbins,,
1218 , FAGACEAE,Castanea,sp. ,(Prob. C.  mollissima) Blume,Chinese Chestnut,,"St. Louis Co., MO",,1986,L.W. Blake,,
1219 , FAGACEAE,Castanea,dentata ,(Marsh.) Borkh.,Chestnut,,"From Sheffield Seed Co.  Locke, NY  13092",,1995,M. Williams,,
1220 , FAGACEAE,Fagus,grandifolia,Ehrh.,American beech,,"Butler Co., KY",,1978,G.E. Wagner,,
1221 , FAGACEAE,Fagus,grandifolia ,Ehrh.,American beech,,"W. Feliciana Parish, LA",,1985,M. Standifer,,
1222 , FAGACEAE,Quercus,alba,L.,White oak,,"St. Louis, MO",,1991,G. Powell,,
1223 , FAGACEAE,Quercus,alba,L.,White oak,,"St. Louis Co., MO",,3/25/84,D. Epstein,,
1224 , FAGACEAE,Quercus,alba,L.,White oak,,"Paducah, KY",,1977,H.C. Cutler,,
1225 , FAGACEAE,Quercus,arizonica ,Sarg.,Arizona oak,,"From Chiricahua Mountains, AZ",,1977,H.C. Cutler,,
1226 , FAGACEAE,Quercus,coccinea ,Muench.,Scarlet oak,,"From Mine La Motte, MO",,1977,H.C. Cutler,,
1227 , FAGACEAE,Quercus,coccinea ,Muench.,Scarlet oak,,"From Jerome, MO",,1977,H.C. Cutler,,
1228 , FAGACEAE,Quercus,falcata ,Michx.,Spanish oak,,"From Massac Co., IL",,1977,H.C. Cutler,,
1229 , FAGACEAE,Quercus,gambelii ,Nutt.,"Rocky Mountain White oak, Gambel Oak",,From New Mexico,,1977,H.C. Cutler,,
1230 , FAGACEAE,Quercus,gambelii ,Nutt.,Gambel Oak,,,,,C. Erickson,,
1231 , FAGACEAE,Quercus,grisea ,Liebm.,Gray oak,,"From Chisos Mountains, TX",,1977,H.C. Cutler,,
1232 , FAGACEAE,Quercus,imbricaria,Michx.,Shingle-oak,,"From St. Anne, MO",,2/14/76,G.E. Wagner,,
1233 , FAGACEAE,Quercus,imbricaria,Michx.,Shingle-oak,,No identification,,,,,
1234 , FAGACEAE,Quercus,laurifolia ,Michx.,"Laurel oak, Swamp laurel oak",,"From Sheffield Seed Co.  Locke, NY  13092",,1995,M. Williams,,
1235 , FAGACEAE,Quercus,lyrata ,Walt.,"Over-cup oak, Swamp-Post-Oak",,"From Mississippi Co., MO",,1977,H.C. Cutler,,
1236 , FAGACEAE,Quercus,macrocarpa,,Bur oak,,"From St. Louis, MO",,fall 1991,G. Powell,,
1237 , FAGACEAE,Quercus,macrocarpa,Michx.,Bur oak,,"From Clayton, St. Louis Co., MO",,10/28/79,G.E. Wagner,,
1238 , FAGACEAE,Quercus,marilandica ,Muenchh.,Black Jack Oak,,"From Franklin Co., MO",,9/18/76,G.E. Wagner,,
1239 , FAGACEAE,Quercus,michauxii ,Nutt.,"Swamp-White Oak, Basket Oak",,"Butler Co., KY",,10/15/78,G.E. Wagner,,
1240 , FAGACEAE,Quercus,michauxii ,Nutt.,Basket Oak,,,,,C. Miksecek,,
1241 , FAGACEAE,Quercus,muhlenbergii,Engelm.,Yellow Chestnut Oak,,"From Selma, MO",,1977,H.C. Cutler,,
1242 , FAGACEAE,Quercus,nigra,L.,"Water Oak,  Possum Oak",,,,1977,H.C. Cutler,,
1243 , FAGACEAE,Quercus,palustris,Muenchh.,Pin Oak,,"St. Louis Co., MO  ",,9/18/78,,,
1244 , FAGACEAE,Quercus,palustris ,Muenchh.,Pin Oak,,From Missouri,,1977,H.C. Cutler,,
1245 , FAGACEAE,Quercus,phellos ,L.,Willow Oak,,,,1977,H.C. Cutler,,
1246 , FAGACEAE,Quercus,prinus,L.,Chestnut Oak,,"From Woodruff Co., Ark.",,1977,H.C. Cutler,,
1247 , FAGACEAE,Quercus,prinoides ,Willd. var. acuminata (Michx.) GL.,,,"St. Louis Co., MO",,11/6/78,,,
1248 , FAGACEAE,Quercus,robur ,L.,,,"Hortus Botanicus.  Universitatis, Szeged, Hungaria",,1997,G.J. Fritz,,
1249 , FAGACEAE,Quercus,robur ,L.,Red Oak,,"St. Louis, MO",,Fall 1991,G. Powell,,
1250 , FAGACEAE,Quercus,robur ,L.,Red Oak,,"St. Louis Co., MO",,10/22/78,,,
1251 , FAGACEAE,Quercus,robur ,L.,Red Oak,,"St. Louis Co., MO",,9/18/78,,,
1252 , FAGACEAE,Quercus,robur ,L.,Red Oak,,"Missouri Botanical Gardens.  St. Louis Co., MO",,11/22/75,G.E. Wagner,,
1253 , FAGACEAE,Quercus,robur ,L.,Northern Red Oak,,"From Range Site (11S47).  St. Clair Co., IL",,,G.E. Wagner,,
1254 , FAGACEAE,Quercus,shumardii ,Buckley,Shumard's Oak,,"From MO River Trail.  Augusta, St. Charles Co., MO",,1993,,,
1255 , FAGACEAE,Quercus,shumardii ,Buckl.,Shumard's Red Oak,,"From Hempstead Co., Ark.",,1977,H.C. Cutler,,
1256 , FAGACEAE,Quercus,stellata ,Wangh.,Post Oak,,"From Pike Co., Ark",,1977,H.C. Cutler,,
1257 , FAGACEAE,Quercus,trojana ,Webb.,,,"Arboretum Trsteno, Hrvatska-Croatia",,1999,G.J. Fritz,,
1258 , FAGACEAE,Quercus,turbinella,,Scrub Oak,"Nuts, caps.","Upper Fishhook Canyon, near Thatcher, SE Arizona",,8/6/01,K. Hanselka,,
1259 , FAGACEAE,Quercus,undulata ,Torr.,Rocky Mountain Shin Oak,,"From Chisos Mountains, TX",,1977,H.C. Cutler,,
1260 , FAGACEAE,Quercus,velutina ,Lam.,Black Oak,,"From Allenton, MO",,1977,H.C. Cutler,,
1261 , FAGACEAE,Quercus,velutina ,Lam.,Black Oak,,"St. Louis, MO",,11/22/75,G.E. Wagner,,
1262 , FAGACEAE,Quercus,velutina ,Lam.,Black Oak,,"St. Louis Co., MO  (large specimen drawer)",,10/7/78,,,
1263 , FAGACEAE,Quercus,velutina ,Lam.,Black Oak,,"Missouri Botanical Gardens.  St. Louis Co., MO",,11/22/75,G.E. Wagner,,
1264 , FAGACEAE,Quercus,velutina ,Lam.,Black Oak,,No identification,,,,,
1265 , FAGACEAE,Quercus,virginana ,Mill.,Live Oak,,"From Mobile, AL",,11/11/90,L.W. Blake,,
1266 , GERANIACEAE,Geranium,caespitosum,,Purple Geranium,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
1267 , GERANIACEAE,Geranium,carolinianum ,L.,Cranesbill,,"Tensas Parish, LA",,1990,G.J. Fritz,,
1268 , GERANIACEAE,Geranium,eriostemon,Fisch.,,,"Botanical Garden of Bonn University, Germany",,9/2002,G.J. Fritz,,
1269 , GERANIACEAE,Geranium,maculatum,L.,Wood Geranium,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Wash. Crossing Historic Park, PA",,1995,G.J. Fritz,,
1270 , GERANIACEAE,Geranium,maculatum,L.,Geranium,,"St. Francois Co., MO",,1985,L.W. Blake,,
1271 , GERANIACEAE,Geranium,maculatum,L.,Geranium,,"Montgomery Co., OH",,1981,G.E. Wagner,,
1272 , GERANIACEAE,Erodium,moschatam,,,,"Botanical Gardens at University of Leipzig, Germany",,2/3/06,G.J. Fritz,,
1273 , GINKGOACEAE,Ginkgo,biloba,,Ginkgo (cultivated),,"From Delmar St., St. Louis, MO",,Fall 2002,D. Kaufmann,,
1274 , GROSSULARIACEAE,Ribes,aureum,,Golden Currant,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
1275 , GROSSULARIACEAE,Ribes,sanguineum ,Pursh.,Red-flowering currant,,"Hoyt Arboretum.  Portland, OR  97221",,1995,G.J. Fritz,,
1276 , GROSSULARIACEAE,Ribes,uva-crispi ,L.,Garden gooseberry,,"Orland E. White Arboretum.  Blandy Experimental Farm.  Univ. of Virginia.  Boyce, VA",,1996,G.J. Fritz,,
1277 , HAMAMELIDACEAE,Hamamelis,virginiana ,L.,Easter of American Witch Hazel,,"Sheffield Seed Co.  Locke, NY  13092",,1995,M. Williams,,
1278 , HAMAMELIDACEAE,Hamamelis,virginiana ,L.,,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
1279 , HAMAMELIDACEAE,Liquidambar,styraciflua,L.,Sweet Gum,,"St. Louis Co., MO",,6/20/83,D.B. Epstein,,
1280 , HAMAMELIDACEAE,Liquidambar,styraciflua ,L.,Sweet Gum,,"From Wash. U. Campus.  St. Louis Co., MO",,9/29/78,G.E. Wagner,,
1281 , HIPPOCASTANACEAE,Aesculus,glabra,Willd.,Ohio Buckeye,,"From River Road to Incinerator Site (33My57) Montgomery Co., Dayton, OH",,8/21/78,G.E. Wagner,,
1282 , HIPPOCASTANACEAE,Aesculus,hippocastanum,L.,Horse chestnut,,"St. Louis, MO",,1978,G.E. Wagner,,
1283 , HYDRANGACEAE,Hydrangea,arborescens,L.,Wild Hydrangea,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Wash. Crossing Historic Park, PA",,1995,G.J. Fritz,,
1284 , HYDROPHYLLACEAE,Phacelia,campanularia,,California Bluebells,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
1285 , HYDROPHYLLACEAE,Phacelia,campanularia ,Gray,,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
1286 , HYDROPHYLLACEAE,Phacelia,congesta ,Hook,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
1287 , HYDROPHYLLACEAE,Phacelia,nemoralis ,Greene,,,"Hoyt Arboretum.  Portland, OR  97221",,1999,G.J. Fritz,,
1288 , HYDROPHYLLACEAE,Phacelia,tanacetifolia,Benth.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
1289 , HYDROPHYLLACEAE,Phacelia,tanacetifolia,Benth.,,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
1290 , HYPERICACEAE,Hypericum,perforatum,L.,,,"Botanical Garden of Bonn University, Germany",,9/22/08,G.J. Fritz,,
1291 , HYPERICACEAE,Hypericum,punctatum,L.,,Seeds,"Botanic Garden of Smith College.  Northampton, MA  01063.",46,,,,NEEDS LABEL
1292 , HYPERICACEAE,Hypericum,virginicum,L.,,,"Botanic Garden of Smith College.  Northampton, MA",,9/2004,G.J. Fritz,,
1293 , IRIDACEAE,Anomatheca,laxa,,,,W.J. Beal Botanical Garden. MI State Univ.,,3/1/06,G.J. Fritz,,
1294 , IRIDACEAE,Belamcanda,chinensis,,,,W.J. Beal Botanical Garden. MI State Univ.,,3/1/06,G.J. Fritz,,
1295 , IRIDACEAE,Dietes,iridioides,,,,W.J. Beal Botanical Garden. MI State Univ.,,3/1/06,G.J. Fritz,,
1296 , IRIDACEAE,Iris,graminea,L.,,,"Botanic Garden of Smith College.  Northampton, MA  01063.",,4/16/07,G.J. Fritz,,
1297 , IRIDACEAE,Iris,missouriensis,,Western Blue Flag,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
1298 , IRIDACEAE,Iris,pseudacorus ,L.,Yellow iris,,"St. Louis Co., MO",,1977,H.C. Cutler,,
1299 , IRIDACEAE,Sisyrinchium,angustifolium,Mill.,,Seeds,Botanic Garden of Smith College,60,11/2009,G.J. Fritz,,NEEDS LABEL
1300 , IRIDACEAE,Sisyrinchium,angustifolium,Mill.,,,"Botanic Garden of Smith College.  Northampton, MA  01063.",,4/16/07,G.J. Fritz,,
1301 , IRIDACEAE,Sisyrinchium,angustifolium,Mill.,,,W.J. Beal Botanical Garden. MI State Univ.  Collected at Biggie Munn Power Line,,1999,G.J. Fritz,,
1302 , IRIDACEAE,Sisyrinchium,angustifolium,Mill.,,,"Botanic Garden of Smith College.  Northampton, MA  01063.  Collected at Whately, MA.",,1999,G.J. Fritz,,
1303 , IRIDACEAE,Sisyrinchium,angustifolium,Mill.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
1304 , IRIDACEAE,Sisyrinchium,angustifolium,Mill.,,,"Botanic Garden of Smith College.  Northampton, MA  01063.  Collected at Whately, MA.",,1998,G.J. Fritz,,
1305 , IRIDACEAE,Sisyrinchium,angustifolium,Mill.,Blue-eyed grass,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Collected at Monroe Co., PA",,1997,G.J. Fritz,,
1306 , IRIDACEAE,Sisyrinchium,angustifolium,Mill.,,,"Botanic Garden of Smith College.  Northampton, MA  01063.  Collected at Whately, MA.",,1997,G.J. Fritz,,
1307 , IRIDACEAE,Sisyrinchium,angustifolium,Mill.,Blue-eyed grass,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
