ID, ﻿Family,Genus,Species,Botanical author,Common name,Type of material,Source,Accession numbers,Date collected,Collector,Notes,Needs label?
2239 , ROSACEAE,Rosa,carolina ,L. var. carolina,Pasture rose,,"Bowman's Hill Wildflower Preserve.  New Hope, PA. Collected at Mariton Wildlife Sanctuary, Bucks Co., PA",,1997,G.J. Fritz,,
2240 , ROSACEAE,Rosa,glauca ,Poir.,,,"Botanic Garden of Smith College.  Northampton, MA.",,1994,,,
2241 , ROSACEAE,Rosa,palustris,,,,"W.J. Beal Botanical Garden. MI State Univ. Collected from Clinton Co., MI in Prairie Fen at Rose Lake Fen",,2003,G.J. Fritz,,
2242 , ROSACEAE,Rosa,palustris ,Marsh.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Rose Lake Fen Drain,,1999,G.J. Fritz,,
2243 , ROSACEAE,Rosa,pulverulenta,Bieb.,,,"Botanic Garden of Smith College.  Northampton, MA.",,4/16/07,G.J. Fritz,,
2244 , ROSACEAE,Rosa,rugosa,Thunb.,Japoneses rose,,"Botanic Garden of Smith College.  Northampton, MA.",,1994,,,
2245 , ROSACEAE,Rosa,virginiana ,Mill.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Hatfield, MA",,1999,G.J. Fritz,,
2246 , ROSACEAE,Rosa,virginiana ,,,Seeds,"Botanic Garden of Smith College.  Northampton, MA.",99,2014,G.J. Fritz,,NEEDS LABEL
2247 , ROSACEAE,Rosa,virginiana,Mill.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA.",,1997,G.J. Fritz,,
2248 , ROSACEAE,Rosa,virginiana,Mill.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA.",,1997,G.J. Fritz,,
2249 , ROSACEAE,Rosa,woodsii,,Woods rose,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
2250 , ROSACEAE,Rubus,,sp.,Red raspberry,,"Emmet Co., MI",,1980,L.W. Blake,,
2251 , ROSACEAE,Rubus,,sp.,Blackberry,,,,,C. Erickson,,
2252 , ROSACEAE,Rubus,,sp.,Red raspberry,,,,,C. Erickson,,
2253 , ROSACEAE,Rubus,adoratus,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Conway, MA",,1997,G.J. Fritz,,
2254 , ROSACEAE,Rubus,adoratus,,,Seeds,"Botanic Garden of Smith College.  Northampton, MA.",100,2014,G.J. Fritz,,NEEDS LABEL
2255 , ROSACEAE,Rubus,allegheniensis ,L.H. Bail. (W),,,"Botanic Garden of Smith College.  Northampton, MA.",,11/2002,G.J. Fritz,,
2256 , ROSACEAE,Rubus,allegheniensis ,Porter,High-bush blackberry,,"From Sheffield Seed Co.  Locke, NY  13092",,1995,M. Williams,,NEEDS LABEL
2257 , ROSACEAE,Rubus,hispidus,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Conway, MA",,1997,G.J. Fritz,,
2258 , ROSACEAE,Rubus,idaeus,L. (H),,,"Botanic Garden of Smith College.  Northampton, MA.",,11/2002,G.J. Fritz,,
2259 , ROSACEAE,Sorbus,acuparia ,L,  European mountain ash,,"Emmet Co., MI",,1986,L.W. Blake,,
2260 , ROSACEAE,Sorbus,decora ,(Sarge.) Schneid.,Showy mountain ash (transplanted),,"Emmet Co., MI",,1990,L.W. Blake,,
2261 , ROSACEAE,Sorbus,dumosa ,Greene,Western mountain ash,,,,1977,H.C. Cutler,,
2262 , ROSACEAE,Spiraea,latifolia ,(Ait.) Borkh.,,,"Botanic Garden of Smith College. Northampton, MA. Northampton, Hampshire county, MA. Disturbed conifer/deciduous forest.",,4/16/07,G.J. Fritz,,
2263 , ROSACEAE,Spiraea,tomentosa,,,,"W.J. Beal Botanical Garden. MI State Univ. Collected from Wayne Co., MI in Mesic Sand Prairie at Holloway borrow pit.",,2003,G.J. Fritz,,
2264 , RUBIACEAE,Cephalanthus,occidentalis, L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Rose Lake Fen Drain",,1999,G.J. Fritz,,
2265 , RUBIACEAE,Cephalanthus,occidentalis, L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Hatfield & North Hadley, MA",,1998,G.J. Fritz,,
2266 , RUBIACEAE,Cephalanthus,occidentalis, L.,Buttonbush,,"Franklin Co., MO",,12/6/90,L.W. Blake,,
2267 , RUBIACEAE,Cephalanthus,occidentalis, L.,Buttonbush,,"Butler Co., KY",,6/29/78,G.E. Wagner,,
2268 , RUBIACEAE,Cephalanthus,occidentalis, L.,Buttonbush,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
2269 , RUBIACEAE,Cephalanthus,occidentalis, L.,,Seeds,"Botanic Garden of Smith College.  Northampton, MA. Collected at North Hadley,  MA",16,1997,G.J. Fritz,,NEEDS LABEL
2270 , RUBIACEAE,Coffea,arabica,L.,,,"Botanic Garden of Smith College.  Northampton, MA.",,5/2001,G.J. Fritz,,
2271 , RUBIACEAE,Diodia,virginiana ,L.,Large buttonweed,,"W. Feliciana Parish, LA",,1985,M. Standifer,,
2272 , RUBIACEAE,Galium,,sp.,Bedstraw,,"Boyle Co., MS",,1990,G.J. Fritz,,
2273 , RUBIACEAE,Galium,aparine,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
2274 , RUBIACEAE,Galium,aparine,L.,Cleavers,,"St. Louis Co., MO",,1993,G.J. Fritz,,
2275 , RUBIACEAE,Galium,aparine,L.,Cleavers,,"St. Louis Co., MO",,1993,G.J. Fritz,,
2276 , RUBIACEAE,Galium,boreale,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
2277 , RUBIACEAE,Galium,boreale,L.,Noerhwen bedstraw,,"Botanical Gardens at University of Leipzig, Germany",,1995,G.J. Fritz,,
2278 , RUBIACEAE,Galium,schultesii ,Vest.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
2279 , RUBIACEAE,Galium,sylvaticum,L.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
2280 , RUBIACEAE,Houstonia,caerulea,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately, MA",,1998,G.J. Fritz,,
2281 , RUBIACEAE,Houstonia,caerulea,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately, MA",,1997,G.J. Fritz,,
2282 , RUBIACEAE,Mitchella,repens ,L. HBB,,,Botanic Garden of Smith College,,11/2009,G.J. Fritz,,
2283 , RUBIACEAE,Mitchella,repens ,L. HBB,,Seeds,"Botanic Garden of Smith College, wild in Belehertown",92,10/08,,,NEEDS LABEL
2284 , RUBIACEAE,Mitchella,repens ,L. N(U),,Seeds,Botanic Garden of Smith College,91,11/2009,G.J. Fritz,,NEEDS LABEL
2285 , RUBIACEAE,Mitchella,repens ,L.,,,"Botanic Garden of Smith College.  Northampton, MA.",,9/2004,G.J. Fritz,,
2286 , RUBIACEAE,Rubia,tinctorum ,L.,Madder,,,,1977,H.C. Cutler,,
2287 , RUTACEAE,Ptelea,trifoliata,,Wafer ash,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
2288 , RUTACEAE,Ptelea,trifoliata,L.,"Skunk-bush, Wafer ash",,"From Sheffield Seed Co.  Locke, NY  13092",,1995,M. Williams,,
2289 , RUTACEAE,Zanthoxylum,americanum ,Mill.,Prickly ash,,"From Sheffield Seed Co.  Locke, NY  13092",,1995,M. Williams,,
2290 , RUTACEAE,Zanthoxylum,americanum,,"Prickly ash, toothache tree",,"Washington St. Pk., MO",,1987,,,
2291 , SALICACEAE,Populus,deltoides,Bartr.,Eastern cottonwood,,"From Incinerator site (33My57), Montgomery Co., Dayton, OH",,,G.E. Wagner,,
2292 , SALICACEAE,Populus,tremuloides ,Michaux.,Quaking aspen,,"Emmet Co., MI",,8/10/89,L.W. Blake,,
2293 , SALICACEAE,Salix,exigua ,Nutt.,Sandbar willow,,"Santa Fe, NM",,9/30/95,G. Powell,,
2294 , SALICACEAE,Salix,nigra,Marsh.,Black willow,,"From west edge of Bt5 field.  Butler Co., KY",,10/14/78,G.E. Wagner,,
2295 , SAPINDACEAE,Cardiospermum,halicacabum,L.,Balloon vine,,"From fallow agricultural field near Portage de Sioux St. Charles Co., MO",,10/1996,G. Powell,,
2296 , SAPINDACEAE,Cardiospermum,halicacabum,L.,Common balloon vine,,Southern Weed Science Society,,1991,G.J. Fritz,,
2297 , SAPINDACEAE,Cardiospermum,halicacabum,L.,Common balloon vine,,"Tensas Parish, LA",,1990,G.J. Fritz,,
2298 , SAPINDACEAE,Cardiospermum,halicacabum,L.,Common balloon vine,,"St. Charles Co., MO",,1987,L.W. Blake,,
2299 , SAPOTACEAE,Bumelia,lanuginosa,(Michx.) Pers.,False buckthorn,,"Hot Springs, AR",,1977,H.C. Cutler,,
2300 , SAPOTACEAE,Calocarpum,sapota,Merr.,"Mamey, Sapota",,,,1977,H.C. Cutler,,
2301 , SARRACENIACEAE,Sarracenia,purpurea,,,,"W.J. Beal Botanical Garden. MI State Univ. Collected in Clinton Co., MI in bog at Rose Lake Bog",,2003,G.J. Fritz,,
2302 , SAURURACEAE,Saururus,cernuus,,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Sanford Woodlot,,3/1/06,G.J. Fritz,,
2303 , SAXIFRAGACEAE,Parnassia,glauca,Raf.,,,W.J. Beal Botanical Garden. MI State Univ.,,10/1/94,G.J. Fritz,,
2304 , SAXIFRAGACEAE,Ribes,,L.,Currant,,,,,C. Erickson,,
2305 , SAXIFRAGACEAE,Ribes,sanguineum ,Pursh.,,,"Hoyt Arboretum.  Portland, OR  97221",,1997,G.J. Fritz,,
2306 , SAXIFRAGACEAE,Saxifraga,pensylvanicum,L.,Swamp saxifrage,,,,1997,G.J. Fritz,,
2307 , SAXIFRAGACEAE,Saxifraga,virginiensis,Michx.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA.",,1997,G.J. Fritz,,
2308 , SAXIFRAGACEAE,Saxifraga,virginiensis,Michx.,Early saxifrage,,"Bowman's Hill Wildflower Preserve.  New Hope, PA.",,1995,G.J. Fritz,,
2309 , SCROPHULARIACEAE,Agalinis,purpurea,,,,"W.J. Beal Botanical Garden. MI State Univ. Collected from Wayne Co., MI in Mesic Sand Prairie at Holloway borrow pit",,2003,G.J. Fritz,,
2310 , SCROPHULARIACEAE,Agalinis,purpurea,(L.) Pennell [P & S],,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
2311 , SCROPHULARIACEAE,Agalinis,skinneriana,,,,"W.J. Beal Botanical Garden. MI State Univ. Collected from Midland Co., MI in disturbed wetland in Dry-Mesic Northern Forest at Burrow's borrow pit",,2003,G.J. Fritz,,
2312 , SCROPHULARIACEAE,Antirrhinum,majus ,L.,Cultivated  snapdragon,,"Montgomery Co., OH",,1981,G.E. Wagner,,
2313 , SCROPHULARIACEAE,Catilleja,coccinea ,(L.) Sprengel.,Indian paintbrush,,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
2314 , SCROPHULARIACEAE,Catilleja,coccinea ,(L.) Sprengel.,Indian paintbrush,,"Jefferson Co., MO",,1993,G.J. Fritz,,
2315 , SCROPHULARIACEAE,Digitalis,,sp.,Foxglove,,Vaughan 2775,,1977,H.C. Cutler,,
2316 , SCROPHULARIACEAE,Digitalis,lutea,,,,W.J. Beal Botanical Garden. MI State Univ.,,3/6/07,G.J. Fritz,,
2317 , SCROPHULARIACEAE,Digitalis,purpurea ,L.,,,W.J. Beal Botanical Garden. MI State Univ.,,9/9/93,G.J. Fritz,,
2318 , SCROPHULARIACEAE,Linaria,vulgaris,Hill.,Butter-and-eggs,,"Flagstaff, AZ",,10/14/95,G. Powell,,
2319 , SCROPHULARIACEAE,Orthocarpus,purpurascens,,Owl's Clover,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
2320 , SCROPHULARIACEAE,Penstemon,digitalis , Nutt.,Foxglove  beard-tongue,,"Bowman's Hill Wildflower Preserve.  New Hope, PA. Collected in Monroe Co., PA",,1997,G.J. Fritz,,
2321 , SCROPHULARIACEAE,Penstemon,digitalis , Nutt.,,,W.J. Beal Botanical Garden. MI State Univ.,,6/22/94,G.J. Fritz,,
2322 , SCROPHULARIACEAE,Penstemon,digitalis , Nutt. ex Sims,Smooth beard-tongue,,"Shaw Arboretum.  Gray Summit, MO  63039",,6/1994,G.J. Fritz,,
2323 , SCROPHULARIACEAE,Penstemon,hirsutus ,(L.) Willd.,Hairy beard-tongue,,"Bowman's Hill Wildflower Preserve.  New Hope, PA.",,1995,G.J. Fritz,,
2324 , SCROPHULARIACEAE,Seymeria,macrophylla,Nutt.,Mullein foxglove,,Prairie Moon Nursery,,1995,M. Williams,,
2325 , SCROPHULARIACEAE,Seymeria,macrophylla,Nutt.,Mullein foxglove,,"Mammoth Cave State Park, KY",,1995,M. Williams,,
2326 , SCROPHULARIACEAE,Verbascum,,sp.,Mullein,,"Flagstaff, AZ",,10/14/95,G. Powell,,
2327 , SCROPHULARIACEAE,Verbascum,blattaria ,L.,Moth mullein,,,,1977,H.C. Cutler,,
2328 , SCROPHULARIACEAE,Verbascum,blattaria,"L. f, albiflora (Don)Hous",,,"Montgomery Co., OH",,1979,G.E. Wagner,,
2329 , SCROPHULARIACEAE,Verbascum,blattaria ,forma erubescens L.,,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
2330 , SCROPHULARIACEAE,Verbascum,densiflorum ,Bertol.,Mullein,,"Botanical Garden, Halle, Germany. ",,1993,,,
2331 , SCROPHULARIACEAE,Verbascum,nigrum,L.,,Seeds,"BG Leipzig, Deutschland, Thüringen, Schweinbach",4091,,H. Köhler,,NEEDS LABEL 
2332 , SCROPHULARIACEAE,Verbascum,phoenicium,L.,Purple mullein,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
2333 , SCROPHULARIACEAE,Verbascum,thapsus ,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately, MA",,1997,G.J. Fritz,,
2334 , SCROPHULARIACEAE,Verbascum,thapsus ,L.,Common mullein,,Kentucky,,1975,G.E. Wagner,,
2335 , SCROPHULARIACEAE,Veronica,fruticulosa ,L.,Speedwell,,"Botanical Garden, Halle, Germany. ",,1993,,,
2336 , SCROPHULARIACEAE,Veronica,teucrium ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,2/3/06,G.J. Fritz,,
2337 , SCROPHULARIACEAE,Veronica,urticifolia ,Jacq.,,,Botanical Gardens at University of Meckenheimer,,10/13/06,G.J. Fritz,,
2338 , SCROPHULARIACEAE,Veronica,officinalis,L.,,,Botanical Gardens at University of Meckenheimer,,10/13/06,G.J. Fritz,,
2339 , SCROPHULARIACEAE,Veronicastrum,virginicum,(L.)Farw.,Culver's Root,,Ion Nursery,,1995,M. Williams,,
2340 , SIMILACACEAE,Smilax,ecirrata,,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Baker Woodlot,,3/1/06,G.J. Fritz,,
2341 ,  SIMILACACEAE , Smilax , hispida  ,Muh., Catbrier ,," St. Francois Co., MO ",, 1985 , L.W. Blake ,,
2342 , SIMILACACEAE,Smilax,lasioneura ,Hook.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Garvey Rd.,,1999,G.J. Fritz,,
2343 , SIMILACACEAE,Smilax,rotundifolia,L.,Greenbrier,,"Bank Bayou Manchac, LA",,1985,M. Standifer,,
2344 , SIMMONDSIACEAE,Simmondsia,chinensis,,Jojoba,,"Upper Fishhook Canyon, near Thatcher, SE AZ Seeds and fruits.",,8/6/2001,K. Hanselka,,
2345 , SOLANACEAE,Capsicum,annuum,var. glabrisculum,,,W.J. Beal Botanical Garden. MI State Univ.,,3/3/06,G.J. Fritz,,
2346 , SOLANACEAE,Capsicum,annuum ,L.,Sandia chiles,,Native Seed Search,,1994,,,
2347 , SOLANACEAE,Capsicum,annuum ,L.,Wild chili pepper,,"Chenier S. Avery Island, LA",,1993,G.J. Fritz,,
2348 , SOLANACEAE,Capsicum,annuum ,L.,Banana pepper,,Vaughan's 3625,,1977,H.C. Cutler,,
2349 , SOLANACEAE,Capsicum,annuum ,L. var. aviculare,Chiltepines,,Native Seed Search,,1993,G.J. Fritz,,
2350 , SOLANACEAE,Capsicum,baccatum,L.,Red pepper,,"Bella Union, Peru",,6/17/89,P.J. Wright,,
2351 , SOLANACEAE,Capsicum,chacoense ,Hunz.,,,Botanical Gardens of Smith College,,4/2011,G.J. Fritz,,
2352 , SOLANACEAE,Capsicum,chacoense ,Hunz.,,,Botanical Gardens of Smith College,,4/2012,G.J. Fritz,,
2353 , SOLANACEAE,Capsicum,chacoense ,,,Seeds,Botanical Gardens of Smith College,304,2014,G.J. Fritz,,NEEDS LABEL 
2354 , SOLANACEAE,Capsicum,frutescens ,L.,,,"Botanic Garden of Smith College.  Northampton,",,11/2009,G.J. Fritz,,
2355 , SOLANACEAE,Capsicum,frutescens ,L.,,,"Botanic Garden of Smith College.  Northampton,",,4/2012,G.J. Fritz,,
2356 , SOLANACEAE,Capsicum,pubescens,,"Red pepper, ""rocoto""",,"Acari, Peru",,6/23/89,P.J. Wright,,
2357 , SOLANACEAE,Cyphomandra,betaceae,(Cav.),,,"Botanic Garden of Smith College.  Northampton,",302,11/2009,G.J. Fritz,,NEEDS LABEL 
2358 , SOLANACEAE,Datura,,sp.,Jimsonweed,,West Pakistan,,1977,J.R. Harlan,,
2359 , SOLANACEAE,Datura,,sp.,Jimsonweed,,,,1977,H.C. Cutler,,
2360 , SOLANACEAE,Datura,inoxia ,Mill.,,,W.J. Beal Botanical Garden. MI State Univ. Collected in Arizona.,,1999,G.J. Fritz,,
2361 , SOLANACEAE,Datura,inoxia ,R. Mill.,Hairy Jimsonweed,,"Botanic Garden of Smith College.  Northampton, MA.",,1994,,,
2362 , SOLANACEAE,Datura,inoxia ,P. Mill.,Jimsonweed,,,,,C. Erickson,,
2363 , SOLANACEAE,Datura,metel,L.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
2364 , SOLANACEAE,Datura,meteloides,,"Sacred Datura, Jimsonweed",,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
2365 , SOLANACEAE,Datura,meteloides,Dunal.,Jimsonweed,,"St. Louis Co., MO  (Grown ornamentally)",,1990,M. Salac,,
2366 , SOLANACEAE,Datura,meteloides,,Jimsonweed,Seeds,"Redwood City Seed Company,  CA, USA",,,,,NEEDS LABEL 
2367 , SOLANACEAE,Datura,meteloides,,"Sacred Datura, Jimsonweed",,"Tempe, AZ. WILD SEED",,,,,NEEDS LABEL 
2368 , SOLANACEAE,Datura,stramonium ,L.,,,"Botanical Garden of Bonn University, Germany",,2000,G.J. Fritz,,
2369 , SOLANACEAE,Datura,stramonium ,L.,,,"Botanic Garden of Smith College.  Northampton, MA.",,1994,,,
2370 , SOLANACEAE,Datura,stramonium ,L.,Jimsonweed,,"St. Louis, MO",,1990,M. Salac,,
2371 , SOLANACEAE,Datura,stramonium ,L.,Jimsonweed,,"Fenton, MO",,1978,D. Browman,,
2372 , SOLANACEAE,Datura,stramonium ,L.,Jimsonweed,,,,1977,H.C. Cutler,,
2373 , SOLANACEAE,Datura,stramonium ,L. var. tatula (L.)Torr.,,,"Botanical Garden of Bonn University, Germany",,2000,G.J. Fritz,,
2374 , SOLANACEAE,Datura,stramonium ,L. var. tatula (L.)Torr.,Purple Jimsonweed,,"St. Louis Co., MO",,1989,J. Dendy,,
2375 , SOLANACEAE,Datura,stramonium ,,Jimsonweed,Seeds,Cornell weed garden,,10/17/2018,,,NEEDS LABEL 
2376 , SOLANACEAE,Datura,stramonium ,,Jimsonweed,Seeds,"Redwood City Seed Company,  CA, USA",,n.d.,,,NEEDS LABEL 
2377 , SOLANACEAE,Hyoscyamus,niger ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
2378 , SOLANACEAE,Lycium,chinense,,goji berry,,"China, Pixian field hedgerow",,12/2010,R. Spengler,,
2379 , SOLANACEAE,Lycium,pallidum ,Miers,Rabbit thorn,,Mohave Desert,,,C. Erickson,,
2380 , SOLANACEAE,Lycium,turcomanicum ,Tucz.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
2381 , SOLANACEAE,Lycium,europaeum ,L.,,,"""Julia & Alexander N. Diomides"" Botanic Garden Athens, Greece",,9/2001,G.J. Fritz,,
2382 , SOLANACEAE,Lycoperisicon,esculentum ,Mill.,,,Jubilee Vaughan 3860,,1977,H.C. Cutler,,
2383 , SOLANACEAE,Lycoperisicon,esculentum ,Mill.,Ponderosa,,Vaughan Vt.1,,1977,H.C. Cutler,,
2384 , SOLANACEAE,Lycoperisicon,esculentum ,Mill. var. pyriforma Alef.,Tomato,,Red Pear Vaughan,,1977,H.C. Cutler,,
2385 , SOLANACEAE,Nicotiana,acuminata,(Graham) Hooker.,,,From Dr. William D'Arcy of Missouri Botanical Garden,781703,2/1994,,,
2386 , SOLANACEAE,Nicotiana,acuminata,(Graham) Hooker. var. acuminata,,,"Botanic Garden of Smith College.  Northampton, MA.",,,,,
2387 , SOLANACEAE,Nicotiana,biglovii ,var. multivalis,,,USDA Source unknown ,CBH #9308,1993,C.B. Heiser,,NEEDS LABEL 
2388 , SOLANACEAE,Nicotiana,biglovii ,var. quadrivalis,,Seeds and debris,USDA original source unknown ,CBH #9309,1993,C.B. Heiser,,NEEDS LABEL 
2389 , SOLANACEAE,Nicotiana,exigua,,,,"Botanic Garden of Smith College.  Northampton, MA.",,11/2002,G.J. Fritz,,
2390 , SOLANACEAE,Nicotiana,glauca,Graham,,,From Dr. William D'Arcy of Missouri Botanical Garden,,2/1994,,,
2391 , SOLANACEAE,Nicotiana,langsdorfii ,Weinmann,,,"Botanic Garden of Smith College.  Northampton, MA.",,1994,G.J. Fritz,,
2392 , SOLANACEAE,Nicotiana,maritima,,,,"Botanic Garden of Smith College.  Northampton, MA.",,11/2002,G.J. Fritz,,
2393 , SOLANACEAE,Nicotiana,megalosiphon,,,,"Botanic Garden of Smith College.  Northampton, MA.",,11/2002,G.J. Fritz,,
2394 , SOLANACEAE,Nicotiana,plumbaginifolia ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
2395 , SOLANACEAE,Nicotiana,quadrivalis,var. biglovii,,,"Sonoma Co., CA   ",CBH #9224,1993,C.B. Heiser,,
2396 , SOLANACEAE,Nicotiana,rustica,,,,W.J. Beal Botanical Garden. MI State Univ.,,3/3/06,G.J. Fritz,,
2397 , SOLANACEAE,Nicotiana,rustica,L.,,,From Dr. William D'Arcy of Missouri Botanical Garden,,2/1994,,,
2398 , SOLANACEAE,Nicotiana,rustica,L.,Wild tobacco,Seeds and debris,"Onondago Reservation, NY C.J. Sheviak 4160   ",CBH #9223,1993,C.B. Heiser,,NEEDS LABEL 
2399 , SOLANACEAE,Nicotiana,rustica,L.,,,Hudson Seed Co.,,1992,C.B. Heiser,,
2400 , SOLANACEAE,Nicotiana,rustica,L.,,Seeds and debris,Greenhouse.  Illinois State University,,6/1/92,C.B. Heiser,,NEEDS LABEL 
2401 , SOLANACEAE,Nicotiana,rustica,L.,Punche Mexican tobacco,,Native Seed Search,,1991,G.J. Fritz,,
2402 , SOLANACEAE,Nicotiana,rustica,L.,Guarijo Makuchi tobacco,,Native Seed Search,,1991,G.J. Fritz,,
2403 , SOLANACEAE,Nicotiana,rustica,L.,Papante Tobacco,Seeds,Native Seed Search Tuscon Arizona,,1998,,,NEEDS LABEL 
2404 , SOLANACEAE,Nicotiana,rustica,L.,Punche Mexican tobacco,Seeds,Native Seed Search Tuscon Arizona,,1998,,,NEEDS LABEL 
2405 , SOLANACEAE,Nicotiana,rustica,L.,Santo Domingo ceremonial tobacco,,Native Seed Search,,1991,G.J. Fritz,,
2406 , SOLANACEAE,Nicotiana,rustica,L.,Santo Domingo ceremonial tobacco,Seeds,Native Seed Search Tuscon Arizona,,1998,,,NEEDS LABEL 
2407 , SOLANACEAE,Nicotiana,rustica,L.,San Juan Pueblo Tobacco,Seeds,Nativive seed Search Tuscon Arizona,,1998,,,NEEDS LABEL 
2408 , SOLANACEAE,Nicotiana,rustica,L.,Southern Tepehuan Tobacco,Seeds,Native Seed Search Tuscon Arizona,,1998,,,NEEDS LABEL 
2409 , SOLANACEAE,Nicotiana,rustica,L.,Wild tobacco,,Seed from Canada,,1980,D. Epstein,,
2410 , SOLANACEAE,Nicotiana,rustica,L.,Tarahumara el Cuervo,Seeds,Native Seed Search,,2017,,,NEEDS LABEL 
2411 , SOLANACEAE,Nicotiana,rustica,L. var. brasilia,,seeds,USDA.  No source given. ,CBH #9219,1993,C.B. Heiser,,NEEDS LABEL
2412 , SOLANACEAE,Nicotiana,rustica,L. var. pavonii,,Seeds and debris,"Latacunge, Ecuador J. Soria  ",CBH #E9213,1993,C.B. Heiser,,NEEDS LABEL
2413 , SOLANACEAE,Nicotiana,rustica,L. var. pavonii,,,Ecuador.  Wild variety  3000m,,6/1/92,C.B. Heiser,,
2414 , SOLANACEAE,Nicotiana,rustica,L. var. pumila,,Seeds and debris,USDA.  No source given.  ,CBH #9220,1993,C.B. Heiser,,NEEDS LABEL 
2415 , SOLANACEAE,Nicotiana,rustica,,,Seeds and debris,"Kampsville, IL",,1986,G.E. Wagner,,NEEDS LABEL 
2416 , SOLANACEAE,Nicotiana,rustica,L.,Wild tobacco,Seeds,LN AR PBG,,2017,Horton,,NEEDS LABEL 
2417 , SOLANACEAE,Nicotiana,rustica,L.,,Seeds,Botanischer Garten der Universität Leipzig,1712,1997,G.J. Fritz,,NEEDS LABEL 
2418 , SOLANACEAE,Nicotiana,sauveolens,Lehm.,,,"Botanic Garden of Smith College.  Northampton, MA.",,2002,G.J. Fritz,,
2419 , SOLANACEAE,Nicotiana,sylvestris,Spegazzini &  Comas,,,"Botanic Garden of Smith College.  Northampton, MA.",,1994,G.J. Fritz,,
2420 , SOLANACEAE,Nicotiana,tabacum,,,,W.J. Beal Botanical Garden. MI State Univ.,,3/2005,G.J. Fritz,,
2421 , SOLANACEAE,Nicotiana,tabacum,,,,Native Seed Search Patagonia Farm,,10/13/06,G.J. Fritz,,
2422 , SOLANACEAE,Nicotiana,trigonophylla ,Duval,,Seeds and pods,"Chihuahua, Mexico.  Collected on or near Cerro",,9/4/98,G.J. Fritz,,NEEDS LABEL 
2423 , (new name:,Nicotiana,obtusofolia,Mart. & Gal.),,,Juanaquena.  Identified by Karen Adams,,,,,
2424 , SOLANACEAE,Physalis,,sp. L.,Ground cherry,,Vaughan 3838,,1977,H.C. Cutler,,
2425 , SOLANACEAE,Physalis,,sp. L.,Ground cherry,,,,,C. Erickson,,
2426 , SOLANACEAE,Physalis,,sp.,,,"""Julia & Alexander N. Diomides"" Botanic Garden Athens, Greece",,2001,G.J. Fritz,,
2427 , SOLANACEAE,Physalis,,sp.,,,Missouri Botanical Garden.  No data,,,,,
2428 , SOLANACEAE,Physalis,alkekengi,L.,,Seed,"BG Padua, Italien, Tevolo, Padova",3860,,,,NEEDS LABEL 
2429 , SOLANACEAE,Physalis,baccifera,,,Seeds,"The Botanic Garden, Smith College, Northampton MA, 01063",,,,wild collected,NEEDS LABEL 
2430 , SOLANACEAE,Physalis,fangifolia,,Smooth groundcherry,Seed and seed pod,Cornell weed garden,,10/17/2018,,,NEEDS LABEL 
2431 , SOLANACEAE,Physalis,ixocarpa ,Brotero,,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
